LivingArea,BedroomCount,SwimmingPool,Density,Median_revenue,ConstructionYear,PEB_numerical,StateOfBuilding_numerical,BathroomCount,Kitchen_numerical,Terrace,Garden,Province_numerical
106.0,3,0.0,1434.1175397029,25449.09,,,4.0,1.0,,1.0,0.0,3159.0
88.0,2,0.0,1434.1175397029,25449.09,,,4.0,1.0,,1.0,0.0,3159.0
124.0,2,0.0,492.9381048971,28447.39,2023.0,,6.0,,,1.0,0.0,2732.0
139.0,3,0.0,782.477551159128,27722.81,,7.0,,1.0,,0.0,0.0,2482.0
91.0,2,0.0,249.941126876809,25476.65,,,,1.0,3.0,0.0,0.0,3803.0
102.0,2,0.0,249.941126876809,25476.65,,,,1.0,3.0,0.0,0.0,3803.0
75.0,2,0.0,249.941126876809,25476.65,,,,1.0,3.0,0.0,0.0,3803.0
91.0,2,0.0,249.941126876809,25476.65,,,,1.0,3.0,0.0,0.0,3803.0
75.0,2,0.0,249.941126876809,25476.65,,,,1.0,3.0,0.0,0.0,3803.0
91.0,2,0.0,249.941126876809,25476.65,,,,1.0,3.0,0.0,0.0,3803.0
91.0,2,0.0,249.941126876809,25476.65,,,,1.0,3.0,0.0,0.0,3803.0
90.0,2,0.0,249.941126876809,25476.65,,,,1.0,3.0,0.0,0.0,3803.0
119.0,3,0.0,1762.33283201771,24368.27,,,,,7.0,0.0,0.0,3803.0
119.0,3,0.0,1762.33283201771,24368.27,,,,,7.0,0.0,0.0,3803.0
119.0,3,0.0,1762.33283201771,24368.27,,,,,7.0,0.0,0.0,3803.0
119.0,3,0.0,1762.33283201771,24368.27,,,,,7.0,0.0,0.0,3803.0
170.0,2,0.0,999.873975702661,28682.605,2008.0,5.0,,1.0,,0.0,0.0,2732.0
150.0,4,0.0,5872.20753094877,20806.28,1970.0,2.0,,2.0,,1.0,0.0,3370.0
80.0,1,0.0,480.732517121421,29107.68,2022.0,7.0,,1.0,,1.0,0.0,3159.0
95.0,2,0.0,510.265902462348,28204.67,2011.0,6.0,,1.0,7.0,1.0,0.0,2732.0
93.0,2,0.0,487.198193684869,27833.73,2023.0,7.0,,1.0,7.0,0.0,0.0,2732.0
72.0,2,0.0,1387.79939104158,27183.68,2023.0,7.0,4.0,1.0,,1.0,0.0,3803.0
68.0,1,0.0,1699.45726793099,26129.01,1969.0,4.0,,1.0,,1.0,0.0,2845.0
91.0,3,0.0,1699.45726793099,26129.01,,6.0,,1.0,,1.0,0.0,2845.0
312.0,5,0.0,1699.45726793099,26129.01,,5.0,4.0,2.0,,0.0,0.0,2845.0
27.0,1,0.0,1699.45726793099,26129.01,2016.0,7.0,4.0,0.0,,0.0,0.0,2845.0
92.0,1,0.0,1699.45726793099,26129.01,1850.0,6.0,5.0,1.0,3.0,0.0,0.0,2845.0
95.0,2,0.0,1699.45726793099,26129.01,1965.0,5.0,5.0,1.0,3.0,0.0,0.0,2845.0
148.0,3,0.0,1699.45726793099,26129.01,,5.0,,2.0,,1.0,0.0,2845.0
16.0,1,0.0,1699.45726793099,26129.01,2016.0,7.0,4.0,0.0,,0.0,0.0,2845.0
,2,0.0,333.981328167201,28201.745,2024.0,,4.0,1.0,7.0,1.0,0.0,2845.0
108.0,2,0.0,344.688146546025,29438.395,2009.0,7.0,,1.0,,0.0,0.0,2845.0
91.0,2,0.0,2637.62773823713,22846.97,2026.0,,4.0,1.0,,1.0,0.0,2732.0
140.0,3,0.0,2637.62773823713,22846.97,2026.0,,4.0,2.0,,1.0,1.0,2732.0
67.0,1,0.0,2637.62773823713,22846.97,2026.0,,4.0,1.0,,1.0,0.0,2732.0
113.0,3,0.0,2637.62773823713,22846.97,1972.0,6.0,,1.0,3.0,1.0,0.0,2732.0
106.0,2,0.0,492.9381048971,28447.39,2023.0,,6.0,,,1.0,0.0,2732.0
123.0,2,0.0,492.9381048971,28447.39,2023.0,,6.0,,,1.0,0.0,2732.0
83.0,1,0.0,5872.20753094877,20806.28,1933.0,5.0,4.0,1.0,,0.0,0.0,3370.0
124.0,2,0.0,492.9381048971,28447.39,2023.0,,6.0,,,1.0,0.0,2732.0
82.0,1,0.0,492.9381048971,28447.39,2023.0,,6.0,,,1.0,0.0,2732.0
92.0,1,0.0,492.9381048971,28447.39,2023.0,,6.0,,,1.0,0.0,2732.0
75.0,1,0.0,5872.20753094877,20806.28,,5.0,5.0,1.0,7.0,0.0,0.0,3370.0
75.0,1,0.0,5872.20753094877,20806.28,,5.0,5.0,1.0,7.0,0.0,0.0,3370.0
176.0,2,0.0,16551.0382636211,20568.86,,7.0,6.0,2.0,7.0,0.0,0.0,3370.0
149.0,3,0.0,1699.45726793099,26129.01,,,6.0,2.0,3.0,0.0,0.0,2845.0
72.0,2,0.0,430.177986539067,27207.83,,6.0,4.0,1.0,,0.0,0.0,3803.0
149.0,3,0.0,1699.45726793099,26129.01,,,6.0,2.0,3.0,0.0,0.0,2845.0
84.0,1,0.0,760.41723876652,26710.09,2023.0,,,1.0,3.0,1.0,0.0,2732.0
140.0,2,0.0,760.41723876652,26710.09,2023.0,,,1.0,3.0,1.0,0.0,2732.0
53.0,1,0.0,249.941126876809,25476.65,,5.0,4.0,1.0,5.0,0.0,0.0,3803.0
132.0,2,0.0,1979.49869381353,20318.67,,6.0,4.0,1.0,,0.0,0.0,1840.0
,3,0.0,8608.5801063022,22370.945,,6.0,4.0,2.0,7.0,1.0,0.0,3370.0
,3,0.0,8608.5801063022,22370.945,2023.0,6.0,4.0,2.0,7.0,1.0,1.0,3370.0
155.0,3,0.0,2637.62773823713,22846.97,2020.0,,4.0,2.0,,1.0,0.0,2732.0
100.0,2,0.0,2637.62773823713,22846.97,2020.0,,4.0,1.0,7.0,1.0,0.0,2732.0
100.0,2,0.0,2637.62773823713,22846.97,,,4.0,1.0,7.0,1.0,0.0,2732.0
134.0,2,0.0,1316.33511802142,30473.005,2023.0,7.0,4.0,2.0,1.0,1.0,0.0,3139.0
,2,0.0,1466.22667968349,23501.47,2016.0,,,1.0,3.0,1.0,0.0,1840.0
105.0,3,0.0,222.73600060534,28343.29,,,4.0,0.0,3.0,1.0,0.0,3803.0
77.0,1,0.0,379.588154294072,28139.755,,7.0,,1.0,,0.0,0.0,2732.0
111.0,2,0.0,128.469201486696,25741.18,,7.0,,1.0,3.0,0.0,1.0,2214.0
111.0,2,0.0,128.469201486696,25741.18,,7.0,,1.0,3.0,0.0,1.0,2214.0
103.0,2,0.0,128.469201486696,25741.18,,7.0,,1.0,3.0,0.0,1.0,2214.0
103.0,2,0.0,128.469201486696,25741.18,,7.0,,1.0,3.0,0.0,1.0,2214.0
83.0,1,0.0,128.469201486696,25741.18,,6.0,,1.0,3.0,0.0,1.0,2214.0
68.0,2,0.0,390.670060002663,29120.1,,6.0,4.0,1.0,3.0,1.0,0.0,2845.0
83.0,2,0.0,1131.77301079668,27357.25,2023.0,,4.0,1.0,,1.0,0.0,3803.0
111.0,2,0.0,1131.77301079668,27357.25,2023.0,,4.0,1.0,,1.0,0.0,3803.0
93.0,2,0.0,1131.77301079668,27357.25,2023.0,,4.0,1.0,,1.0,0.0,3803.0
,2,0.0,530.00559846318,27122.92,,4.0,,1.0,,0.0,0.0,3803.0
300.0,4,0.0,5872.20753094877,20806.28,1919.0,4.0,4.0,2.0,3.0,0.0,0.0,3370.0
82.0,2,0.0,1762.33283201771,24368.27,1975.0,7.0,6.0,1.0,3.0,0.0,0.0,3803.0
108.0,2,0.0,631.7697515288,28919.13,2004.0,6.0,4.0,1.0,,0.0,0.0,2845.0
,3,0.0,342.640751208837,30842.87,2017.0,6.0,6.0,1.0,3.0,1.0,0.0,3159.0
250.0,4,0.0,5872.20753094877,20806.28,1910.0,2.0,,1.0,5.0,1.0,0.0,3370.0
59.0,1,0.0,416.44626635774,25150.48,1977.0,6.0,1.0,1.0,,0.0,0.0,3803.0
66.0,2,0.0,345.303649537797,24889.085,1990.0,5.0,4.0,1.0,3.0,0.0,0.0,3803.0
35.0,0,0.0,345.303649537797,24889.085,1963.0,5.0,4.0,1.0,3.0,1.0,0.0,3803.0
100.0,3,0.0,530.00559846318,27122.92,,,,2.0,,0.0,0.0,3803.0
120.0,2,0.0,1346.97402818105,26958.42,1989.0,6.0,6.0,2.0,,0.0,0.0,2732.0
29.0,0,0.0,319.073974233711,24424.76,1971.0,2.0,4.0,,,0.0,0.0,1840.0
92.0,2,0.0,1363.88251956091,27017.51,2023.0,7.0,4.0,1.0,7.0,1.0,0.0,3159.0
118.0,4,0.0,19466.0501476836,21404.17,,2.0,5.0,1.0,3.0,0.0,0.0,3370.0
80.0,2,0.0,6981.41118678129,19516.6,2011.0,5.0,6.0,1.0,7.0,1.0,0.0,3370.0
110.0,2,0.0,5872.20753094877,20806.28,1924.0,1.0,3.0,1.0,5.0,1.0,1.0,3370.0
103.0,2,0.0,329.437536884478,28474.67,2022.0,,4.0,1.0,7.0,1.0,0.0,2845.0
111.0,3,0.0,329.437536884478,28474.67,2022.0,,4.0,2.0,7.0,1.0,0.0,2845.0
83.0,2,0.0,167.271345265394,28398.87,2024.0,,4.0,1.0,3.0,0.0,0.0,2845.0
97.0,2,0.0,167.271345265394,28398.87,2024.0,,4.0,1.0,3.0,0.0,0.0,2845.0
103.0,2,0.0,530.00559846318,27122.92,2009.0,6.0,4.0,2.0,,0.0,0.0,3803.0
105.0,3,0.0,456.919617056367,27735.98,2022.0,,4.0,2.0,,1.0,0.0,3803.0
105.0,3,0.0,456.919617056367,27735.98,2022.0,,4.0,2.0,,1.0,0.0,3803.0
85.0,2,0.0,456.919617056367,27735.98,2022.0,,4.0,1.0,,1.0,0.0,3803.0
99.0,2,0.0,456.919617056367,27735.98,2022.0,,4.0,1.0,,1.0,0.0,3803.0
98.0,2,0.0,456.919617056367,27735.98,2022.0,,4.0,1.0,,1.0,0.0,3803.0
95.0,2,0.0,456.919617056367,27735.98,2022.0,,4.0,1.0,,1.0,0.0,3803.0
95.0,2,0.0,456.919617056367,27735.98,2022.0,,4.0,1.0,,1.0,0.0,3803.0
100.0,2,0.0,456.919617056367,27735.98,2022.0,,4.0,1.0,,1.0,0.0,3803.0
75.0,2,0.0,1670.99335671379,21472.11,,4.0,4.0,0.0,,1.0,0.0,2214.0
99.0,2,0.0,456.919617056367,27735.98,2022.0,,4.0,1.0,,1.0,0.0,3803.0
109.0,2,0.0,1076.47645556734,28494.47,2020.0,,,1.0,,1.0,0.0,3159.0
100.0,2,0.0,16551.0382636211,20568.86,1915.0,3.0,6.0,1.0,8.0,1.0,0.0,3370.0
80.0,2,0.0,430.177986539067,27207.83,2003.0,5.0,4.0,1.0,,1.0,0.0,3803.0
124.0,3,0.0,643.938281648257,24852.93,1960.0,5.0,4.0,2.0,7.0,1.0,0.0,2423.0
79.0,2,0.0,1346.97402818105,26958.42,2014.0,6.0,6.0,1.0,3.0,1.0,0.0,2732.0
53.0,1,0.0,548.326832497251,27083.79,,5.0,6.0,1.0,,0.0,0.0,2845.0
52.0,2,0.0,530.00559846318,27122.92,,6.0,,1.0,,0.0,0.0,3803.0
78.0,2,0.0,830.03020845725,27352.8,,,4.0,0.0,,0.0,0.0,2845.0
84.0,2,0.0,830.03020845725,27352.8,,,4.0,0.0,,0.0,0.0,2845.0
64.0,1,0.0,830.03020845725,27352.8,,,4.0,0.0,,0.0,0.0,2845.0
63.0,2,0.0,830.03020845725,27352.8,,,4.0,0.0,,0.0,0.0,2845.0
53.0,1,0.0,830.03020845725,27352.8,,,4.0,0.0,,0.0,0.0,2845.0
82.0,2,0.0,830.03020845725,27352.8,,,4.0,0.0,,0.0,0.0,2845.0
83.0,2,0.0,830.03020845725,27352.8,,,4.0,0.0,,0.0,0.0,2845.0
60.0,1,0.0,530.00559846318,27122.92,1989.0,6.0,6.0,1.0,,1.0,0.0,3803.0
63.0,1,0.0,2637.62773823713,22846.97,1966.0,6.0,4.0,1.0,,1.0,0.0,2732.0
90.0,3,0.0,530.00559846318,27122.92,,7.0,6.0,2.0,,1.0,0.0,3803.0
,1,0.0,530.00559846318,27122.92,1995.0,6.0,,1.0,,0.0,0.0,3803.0
150.0,3,0.0,345.303649537797,24889.085,2020.0,7.0,6.0,1.0,7.0,1.0,0.0,3803.0
60.0,1,0.0,379.588154294072,28139.755,2016.0,7.0,4.0,1.0,,0.0,0.0,2732.0
,2,0.0,1762.33283201771,24368.27,2023.0,7.0,6.0,2.0,7.0,0.0,0.0,3803.0
85.0,2,0.0,10348.9255166032,22186.13,2000.0,,,1.0,,0.0,0.0,3370.0
63.0,1,0.0,319.073974233711,24424.76,1969.0,3.0,4.0,1.0,7.0,1.0,0.0,1840.0
85.0,2,0.0,410.218441906128,26002.58,,5.0,4.0,1.0,,1.0,0.0,2423.0
93.0,3,0.0,1260.61688904437,22264.98,,7.0,,1.0,3.0,1.0,0.0,1840.0
84.0,2,0.0,1260.61688904437,22264.98,,7.0,,1.0,3.0,1.0,0.0,1840.0
93.0,3,0.0,1260.61688904437,22264.98,,7.0,,1.0,,1.0,0.0,1840.0
133.0,3,0.0,1260.61688904437,22264.98,,7.0,,2.0,3.0,1.0,0.0,1840.0
84.0,2,0.0,1260.61688904437,22264.98,,7.0,,1.0,3.0,1.0,0.0,1840.0
84.0,2,0.0,1260.61688904437,22264.98,,7.0,,1.0,3.0,1.0,0.0,1840.0
154.0,3,0.0,2637.62773823713,22846.97,2023.0,,,2.0,3.0,1.0,0.0,2732.0
60.0,2,0.0,643.938281648257,24852.93,,3.0,4.0,1.0,5.0,0.0,0.0,2423.0
180.0,3,0.0,3763.98883756391,27702.52,,5.0,4.0,1.0,,1.0,0.0,3370.0
,2,0.0,379.588154294072,28139.755,,7.0,4.0,,3.0,0.0,0.0,2732.0
63.0,1,0.0,345.303649537797,24889.085,,4.0,4.0,1.0,,1.0,0.0,3803.0
93.0,2,0.0,277.014769902196,26384.67,1996.0,6.0,6.0,2.0,7.0,0.0,0.0,3803.0
81.0,2,0.0,1083.96456978322,26824.13,,2.0,4.0,1.0,3.0,0.0,0.0,3803.0
79.0,2,0.0,430.177986539067,27207.83,2023.0,7.0,4.0,1.0,3.0,1.0,0.0,3803.0
126.0,3,0.0,430.177986539067,27207.83,2023.0,7.0,4.0,1.0,3.0,1.0,0.0,3803.0
79.0,2,0.0,430.177986539067,27207.83,2023.0,7.0,4.0,1.0,3.0,1.0,0.0,3803.0
79.0,2,0.0,430.177986539067,27207.83,2023.0,7.0,4.0,1.0,3.0,1.0,0.0,3803.0
98.0,3,0.0,430.177986539067,27207.83,2023.0,7.0,4.0,1.0,3.0,1.0,0.0,3803.0
98.0,3,0.0,430.177986539067,27207.83,2023.0,7.0,4.0,1.0,3.0,1.0,0.0,3803.0
115.0,2,0.0,475.933735786237,28771.925,2020.0,,4.0,1.0,,0.0,0.0,2732.0
88.0,2,0.0,694.147574986297,31352.34,2024.0,7.0,,1.0,7.0,1.0,1.0,3159.0
63.0,1,0.0,430.177986539067,27207.83,2019.0,7.0,4.0,1.0,,1.0,0.0,3803.0
39.0,1,0.0,430.177986539067,27207.83,1995.0,6.0,5.0,1.0,,0.0,0.0,3803.0
,2,0.0,56.2613561890917,29008.78,2001.0,5.0,,1.0,,1.0,0.0,3803.0
,2,0.0,1078.49810974947,24620.79,1994.0,5.0,6.0,1.0,,0.0,0.0,3803.0
166.0,3,0.0,364.783183181555,27912.34,2007.0,6.0,4.0,1.0,3.0,1.0,0.0,2482.0
80.0,2,0.0,530.00559846318,27122.92,1995.0,5.0,4.0,1.0,3.0,1.0,0.0,3803.0
41.0,1,0.0,530.00559846318,27122.92,1988.0,5.0,5.0,1.0,,0.0,0.0,3803.0
76.0,3,0.0,302.023033899003,28986.77,1976.0,6.0,,1.0,,0.0,0.0,3803.0
,1,0.0,1791.19614635041,28634.0,,6.0,,1.0,3.0,0.0,0.0,3159.0
80.0,3,0.0,2637.62773823713,22846.97,1986.0,7.0,4.0,1.0,7.0,1.0,0.0,2732.0
90.0,2,0.0,1005.98810216844,27129.76,,5.0,4.0,0.0,,0.0,0.0,3803.0
110.0,2,0.0,2637.62773823713,22846.97,1973.0,7.0,4.0,1.0,7.0,1.0,0.0,2732.0
215.0,2,0.0,2637.62773823713,22846.97,1901.0,6.0,6.0,2.0,7.0,1.0,1.0,2732.0
158.0,2,0.0,340.501945781973,27330.32,2023.0,,4.0,,7.0,0.0,0.0,2482.0
84.0,2,0.0,1260.61688904437,22264.98,,7.0,,1.0,,1.0,0.0,1840.0
158.0,2,0.0,340.501945781973,27330.32,2023.0,,4.0,,7.0,0.0,0.0,2482.0
69.0,1,0.0,1260.61688904437,22264.98,,7.0,,1.0,3.0,0.0,0.0,1840.0
93.0,3,0.0,1260.61688904437,22264.98,,7.0,,1.0,3.0,1.0,0.0,1840.0
84.0,2,0.0,1260.61688904437,22264.98,,7.0,,1.0,3.0,1.0,0.0,1840.0
93.0,3,0.0,1260.61688904437,22264.98,,7.0,,1.0,3.0,1.0,0.0,1840.0
84.0,2,0.0,1260.61688904437,22264.98,,7.0,,1.0,3.0,1.0,0.0,1840.0
133.0,3,0.0,1260.61688904437,22264.98,,7.0,,2.0,3.0,1.0,0.0,1840.0
84.0,2,0.0,1260.61688904437,22264.98,,7.0,,1.0,,1.0,0.0,1840.0
93.0,3,0.0,1260.61688904437,22264.98,,7.0,,1.0,,1.0,0.0,1840.0
69.0,1,0.0,1260.61688904437,22264.98,,7.0,,1.0,3.0,0.0,0.0,1840.0
84.0,2,0.0,1260.61688904437,22264.98,,7.0,,1.0,3.0,1.0,0.0,1840.0
93.0,3,0.0,1260.61688904437,22264.98,,7.0,,1.0,3.0,1.0,0.0,1840.0
,1,0.0,5872.20753094877,20806.28,2019.0,6.0,6.0,1.0,7.0,0.0,0.0,3370.0
57.0,1,0.0,5872.20753094877,20806.28,,2.0,4.0,1.0,,0.0,0.0,3370.0
55.0,1,0.0,5872.20753094877,20806.28,,3.0,4.0,1.0,,0.0,0.0,3370.0
109.0,2,0.0,1145.0926958945,26537.87,,,,1.0,,0.0,0.0,2845.0
76.0,2,0.0,335.268668712932,24588.3,,5.0,4.0,1.0,3.0,1.0,1.0,1840.0
175.0,3,0.0,3763.98883756391,27702.52,2016.0,6.0,4.0,3.0,1.0,1.0,0.0,3370.0
71.0,2,0.0,631.055679629338,26971.76,,,4.0,0.0,,0.0,0.0,2845.0
94.0,2,0.0,631.055679629338,26971.76,,,4.0,0.0,,0.0,0.0,2845.0
97.0,2,0.0,631.055679629338,26971.76,,,4.0,0.0,,0.0,0.0,2845.0
88.0,2,0.0,631.055679629338,26971.76,,,4.0,0.0,,0.0,0.0,2845.0
88.0,2,0.0,631.055679629338,26971.76,,,4.0,0.0,,0.0,0.0,2845.0
88.0,2,0.0,631.055679629338,26971.76,,,,0.0,,0.0,0.0,2845.0
122.0,3,0.0,1791.19614635041,28634.0,2025.0,,,2.0,7.0,1.0,0.0,3159.0
123.0,2,0.0,1791.19614635041,28634.0,2025.0,,,1.0,7.0,1.0,0.0,3159.0
123.0,3,0.0,1791.19614635041,28634.0,2025.0,,,2.0,7.0,1.0,0.0,3159.0
117.0,2,0.0,1791.19614635041,28634.0,2025.0,,,1.0,7.0,1.0,0.0,3159.0
111.0,2,0.0,1791.19614635041,28634.0,2025.0,,,2.0,7.0,1.0,0.0,3159.0
110.0,3,0.0,132.897074564165,22885.43,2005.0,6.0,4.0,1.0,3.0,0.0,0.0,2423.0
44.0,1,0.0,999.873975702661,28682.605,2017.0,7.0,4.0,1.0,3.0,0.0,0.0,2732.0
,2,0.0,329.427241515864,26026.07,2024.0,,,,8.0,1.0,1.0,1840.0
89.0,2,0.0,249.941126876809,25476.65,2025.0,,,1.0,3.0,1.0,0.0,3803.0
133.0,2,0.0,5872.20753094877,20806.28,,5.0,6.0,2.0,7.0,1.0,0.0,3370.0
98.0,2,0.0,1005.98810216844,27129.76,1980.0,5.0,4.0,1.0,,0.0,0.0,3803.0
125.0,3,0.0,530.00559846318,27122.92,1994.0,5.0,6.0,3.0,,1.0,0.0,3803.0
,3,0.0,430.177986539067,27207.83,1967.0,6.0,,1.0,,0.0,0.0,3803.0
160.0,3,0.0,3763.98883756391,27702.52,,,,2.0,3.0,1.0,0.0,3370.0
78.0,2,0.0,530.00559846318,27122.92,1960.0,6.0,3.0,1.0,,0.0,0.0,3803.0
,2,0.0,416.44626635774,25150.48,1966.0,5.0,5.0,1.0,,0.0,0.0,3803.0
280.0,3,0.0,782.477551159128,27722.81,1900.0,5.0,6.0,1.0,3.0,1.0,0.0,2482.0
186.0,2,0.0,475.933735786237,28771.925,1988.0,6.0,4.0,1.0,3.0,0.0,0.0,2732.0
45.0,1,0.0,249.941126876809,25476.65,1991.0,2.0,4.0,1.0,3.0,1.0,0.0,3803.0
78.0,1,0.0,1145.0926958945,26537.87,2022.0,,4.0,1.0,7.0,1.0,0.0,2845.0
82.0,2,0.0,1145.0926958945,26537.87,2022.0,,4.0,1.0,7.0,1.0,0.0,2845.0
154.0,3,0.0,1145.0926958945,26537.87,2022.0,,4.0,2.0,7.0,1.0,0.0,2845.0
74.0,1,0.0,16551.0382636211,20568.86,1929.0,2.0,4.0,1.0,3.0,0.0,1.0,3370.0
76.0,1,0.0,323.041791525286,27375.48,,6.0,,1.0,,1.0,0.0,3803.0
84.0,1,0.0,323.041791525286,27375.48,,6.0,,1.0,,1.0,0.0,3803.0
90.0,1,0.0,323.041791525286,27375.48,,7.0,,1.0,,1.0,0.0,3803.0
159.0,2,0.0,323.041791525286,27375.48,,7.0,,1.0,,1.0,0.0,3803.0
140.0,3,0.0,319.073974233711,24424.76,,7.0,,2.0,,1.0,0.0,1840.0
137.0,3,0.0,319.073974233711,24424.76,,7.0,,2.0,,1.0,0.0,1840.0
86.0,2,0.0,319.073974233711,24424.76,,7.0,,1.0,,1.0,0.0,1840.0
85.0,2,0.0,319.073974233711,24424.76,,7.0,,1.0,,1.0,0.0,1840.0
85.0,2,0.0,319.073974233711,24424.76,,7.0,,1.0,,1.0,0.0,1840.0
87.0,2,0.0,319.073974233711,24424.76,,7.0,,1.0,,1.0,0.0,1840.0
66.0,1,0.0,319.073974233711,24424.76,,7.0,,1.0,,1.0,0.0,1840.0
88.0,2,0.0,319.073974233711,24424.76,,7.0,,1.0,,1.0,0.0,1840.0
85.0,2,0.0,319.073974233711,24424.76,,7.0,,1.0,,1.0,0.0,1840.0
85.0,2,0.0,319.073974233711,24424.76,,7.0,,1.0,,1.0,0.0,1840.0
66.0,1,0.0,319.073974233711,24424.76,,7.0,,1.0,,1.0,0.0,1840.0
85.0,2,0.0,319.073974233711,24424.76,,7.0,,1.0,,1.0,0.0,1840.0
85.0,2,0.0,319.073974233711,24424.76,,7.0,,1.0,,1.0,0.0,1840.0
88.0,2,0.0,319.073974233711,24424.76,,7.0,,1.0,,1.0,0.0,1840.0
66.0,1,0.0,319.073974233711,24424.76,,7.0,,1.0,,1.0,0.0,1840.0
87.0,2,0.0,319.073974233711,24424.76,,7.0,,1.0,,1.0,0.0,1840.0
85.0,2,0.0,319.073974233711,24424.76,,7.0,,1.0,,1.0,0.0,1840.0
88.0,2,0.0,653.741264719928,23807.53,,7.0,,1.0,,1.0,0.0,1840.0
59.0,1,0.0,653.741264719928,23807.53,,7.0,,1.0,,0.0,0.0,1840.0
159.0,2,0.0,2637.62773823713,22846.97,2012.0,6.0,6.0,1.0,3.0,1.0,0.0,2732.0
159.0,2,0.0,2637.62773823713,22846.97,2012.0,6.0,6.0,1.0,3.0,1.0,0.0,2732.0
90.0,2,0.0,2637.62773823713,22846.97,1967.0,6.0,1.0,1.0,5.0,1.0,0.0,2732.0
89.0,1,0.0,2611.02655983342,28715.14,1970.0,7.0,4.0,1.0,5.0,1.0,0.0,2732.0
136.0,3,0.0,681.057685829225,30445.72,2025.0,,4.0,1.0,,0.0,0.0,2845.0
130.0,3,0.0,681.057685829225,30445.72,2025.0,,4.0,1.0,,0.0,0.0,2845.0
115.0,3,0.0,3390.28949457311,27743.72,1973.0,5.0,3.0,1.0,3.0,1.0,0.0,2732.0
100.0,2,0.0,6981.41118678129,19516.6,1980.0,5.0,6.0,1.0,7.0,1.0,0.0,3370.0
,2,0.0,8195.96385319164,29267.82,1975.0,,,0.0,,0.0,0.0,3370.0
100.0,3,0.0,530.00559846318,27122.92,1977.0,6.0,5.0,2.0,7.0,0.0,0.0,3803.0
93.0,2,0.0,350.940658043649,28809.29,2023.0,,4.0,1.0,3.0,1.0,0.0,2845.0
115.0,3,0.0,1699.45726793099,26129.01,2022.0,,4.0,2.0,3.0,1.0,0.0,2845.0
107.0,2,0.0,1699.45726793099,26129.01,2022.0,,4.0,1.0,3.0,1.0,0.0,2845.0
114.0,3,0.0,1699.45726793099,26129.01,2022.0,,4.0,2.0,3.0,1.0,0.0,2845.0
87.0,2,0.0,1699.45726793099,26129.01,2022.0,,4.0,1.0,3.0,1.0,0.0,2845.0
91.0,2,0.0,350.940658043649,28809.29,2023.0,,4.0,1.0,3.0,1.0,0.0,2845.0
147.0,3,0.0,530.00559846318,27122.92,1992.0,4.0,6.0,2.0,3.0,1.0,0.0,3803.0
93.0,2,0.0,416.44626635774,25150.48,1976.0,5.0,1.0,2.0,,0.0,0.0,3803.0
45.0,1,0.0,249.941126876809,25476.65,1972.0,5.0,1.0,1.0,,0.0,0.0,3803.0
80.0,2,0.0,2637.62773823713,22846.97,,6.0,,1.0,,1.0,0.0,2732.0
80.0,2,0.0,1268.66751880671,27013.23,2008.0,7.0,4.0,1.0,3.0,0.0,0.0,3803.0
120.0,3,0.0,5872.20753094877,20806.28,1930.0,2.0,6.0,1.0,7.0,0.0,0.0,3370.0
86.0,1,0.0,471.306041682915,27846.1,1995.0,3.0,4.0,1.0,,0.0,0.0,2845.0
94.0,2,0.0,1434.1175397029,25449.09,2011.0,6.0,6.0,1.0,7.0,0.0,0.0,3159.0
116.0,3,0.0,234.137934827886,26050.34,,7.0,,2.0,,1.0,0.0,1840.0
99.0,2,0.0,234.137934827886,26050.34,,7.0,,2.0,,1.0,0.0,1840.0
58.0,1,0.0,234.137934827886,26050.34,,7.0,,1.0,,1.0,0.0,1840.0
86.0,2,0.0,234.137934827886,26050.34,,7.0,,1.0,,1.0,0.0,1840.0
86.0,2,0.0,234.137934827886,26050.34,,7.0,,1.0,,1.0,0.0,1840.0
60.0,1,0.0,234.137934827886,26050.34,,7.0,,1.0,,1.0,0.0,1840.0
60.0,1,0.0,234.137934827886,26050.34,,7.0,,1.0,,1.0,0.0,1840.0
134.0,3,0.0,16335.835656872,18533.31,2008.0,6.0,6.0,1.0,,0.0,0.0,3370.0
66.0,1,0.0,1078.49810974947,24620.79,,7.0,,1.0,,1.0,0.0,3803.0
92.0,2,0.0,1078.49810974947,24620.79,,7.0,,1.0,,1.0,0.0,3803.0
80.0,2,0.0,1078.49810974947,24620.79,,7.0,,1.0,,1.0,0.0,3803.0
66.0,1,0.0,1078.49810974947,24620.79,,7.0,,1.0,,1.0,0.0,3803.0
75.0,1,0.0,1078.49810974947,24620.79,,7.0,,1.0,,1.0,0.0,3803.0
80.0,1,0.0,1078.49810974947,24620.79,,7.0,,1.0,,1.0,0.0,3803.0
99.0,2,0.0,1078.49810974947,24620.79,,7.0,,1.0,,1.0,0.0,3803.0
67.0,1,0.0,1078.49810974947,24620.79,,7.0,,1.0,,1.0,0.0,3803.0
70.0,1,0.0,1078.49810974947,24620.79,,7.0,,1.0,,1.0,0.0,3803.0
83.0,2,0.0,1078.49810974947,24620.79,,7.0,,1.0,,1.0,0.0,3803.0
78.0,2,0.0,1078.49810974947,24620.79,,7.0,,1.0,,1.0,0.0,3803.0
78.0,2,0.0,1078.49810974947,24620.79,,7.0,,1.0,,1.0,0.0,3803.0
80.0,2,0.0,1078.49810974947,24620.79,,7.0,,1.0,,1.0,0.0,3803.0
